9.100000e+01 1.270072e-13
9.400000e+01 1.354981e-13
9.600000e+01 1.413108e-13
9.800000e+01 1.472452e-13
1.000000e+02 1.533013e-13
1.020000e+02 1.594790e-13
1.040000e+02 1.657783e-13
1.060000e+02 1.721994e-13
1.080000e+02 1.787420e-13
1.100000e+02 1.854062e-13
1.140000e+02 1.990996e-13
1.180000e+02 2.132794e-13
1.210000e+02 2.242334e-13
1.250000e+02 2.392643e-13
1.270000e+02 2.469622e-13
1.280000e+02 2.508567e-13
1.310000e+02 2.627227e-13
1.320000e+02 2.667387e-13
1.340000e+02 2.748622e-13
1.370000e+02 2.872753e-13
1.400000e+02 2.999621e-13
1.430000e+02 3.129225e-13
1.470000e+02 3.306285e-13
1.510000e+02 3.488212e-13
1.550000e+02 3.675005e-13
1.590000e+02 3.866664e-13
1.620000e+02 4.013603e-13
1.660000e+02 4.213782e-13
1.700000e+02 4.418829e-13
1.730000e+02 4.575810e-13
1.770000e+02 4.789382e-13
1.800000e+02 4.952759e-13
1.820000e+02 5.063201e-13
1.860000e+02 5.287747e-13
1.910000e+02 5.575352e-13
1.940000e+02 5.751708e-13
1.980000e+02 5.991637e-13
2.020000e+02 6.237427e-13
2.050000e+02 6.426966e-13
2.100000e+02 6.759256e-13
2.160000e+02 7.202931e-13
2.200000e+02 7.505343e-13
2.230000e+02 7.837271e-13
2.270000e+02 8.412350e-13
2.300000e+02 9.051267e-13
2.340000e+02 1.164935e-12
2.400000e+02 2.043510e-12
2.460000e+02 3.604233e-12
2.520000e+02 8.151760e-12
2.570000e+02 9.539791e-12
2.600000e+02 1.247841e-11
2.640000e+02 2.646391e-11
2.690000e+02 3.279242e-11
2.740000e+02 4.923724e-11
2.790000e+02 4.922072e-11
2.840000e+02 8.061186e-11
2.900000e+02 1.133766e-10
2.960000e+02 1.368628e-10
3.010000e+02 1.704613e-10
3.080000e+02 1.689065e-10
3.180000e+02 3.609435e-10
3.280000e+02 5.498545e-10
3.380000e+02 5.732339e-10
3.480000e+02 5.852298e-10
3.570000e+02 9.787652e-10
3.660000e+02 1.115573e-09
3.750000e+02 1.160784e-09
3.850000e+02 1.036391e-09
3.950000e+02 1.501902e-09
4.050000e+02 1.679786e-09
4.140000e+02 1.872443e-09
4.220000e+02 1.710882e-09
4.300000e+02 1.834500e-09
4.410000e+02 2.009844e-09
4.510000e+02 2.233135e-09
4.600000e+02 2.340465e-09
4.700000e+02 2.431354e-09
4.800000e+02 2.527613e-09
4.900000e+02 2.589458e-09
5.000000e+02 2.817185e-09
5.060000e+02 2.801214e-09
5.120000e+02 2.812108e-09
5.200000e+02 3.156800e-09
5.300000e+02 3.265229e-09
5.400000e+02 3.055441e-09
5.500000e+02 3.156916e-09
5.600000e+02 3.584224e-09
5.700000e+02 3.617676e-09
5.800000e+02 3.514080e-09
5.900000e+02 3.885679e-09
6.000000e+02 3.989315e-09
6.100000e+02 3.560316e-09
6.200000e+02 4.063497e-09
6.300000e+02 4.073500e-09
6.400000e+02 4.116539e-09
6.500000e+02 4.088050e-09
6.580000e+02 4.059464e-09
6.650000e+02 4.149795e-09
6.750000e+02 4.369174e-09
6.850000e+02 4.334545e-09
6.950000e+02 4.185746e-09
7.050000e+02 4.643742e-09
7.160000e+02 4.637671e-09
7.260000e+02 4.679482e-09
7.350000e+02 4.737062e-09
7.450000e+02 4.665641e-09
7.550000e+02 4.888981e-09
7.650000e+02 4.810593e-09
7.750000e+02 5.031983e-09
7.850000e+02 4.249530e-09
7.950000e+02 5.189439e-09
8.050000e+02 5.276569e-09
8.150000e+02 5.279908e-09
8.250000e+02 5.454922e-09
8.350000e+02 5.556434e-09
8.450000e+02 5.656797e-09
8.550000e+02 5.476777e-09
8.650000e+02 5.936688e-09
8.750000e+02 5.924854e-09
8.850000e+02 6.235314e-09
8.950000e+02 6.368180e-09
9.050000e+02 6.992822e-09
9.150000e+02 8.176069e-07
9.250000e+02 7.112915e-07
9.350000e+02 1.124255e-06
9.450000e+02 1.207473e-06
9.550000e+02 1.180495e-06
9.650000e+02 1.259551e-06
9.750000e+02 7.455730e-07
9.850000e+02 8.760060e-07
9.950000e+02 1.347187e-06
1.005000e+03 1.476935e-06
1.015000e+03 1.494353e-06
1.025000e+03 1.140513e-06
1.035000e+03 1.282672e-06
1.045000e+03 2.084513e-06
1.055000e+03 2.098048e-06
1.065000e+03 1.977529e-06
1.075000e+03 2.259374e-06
1.085000e+03 1.963326e-06
1.095000e+03 2.379761e-06
1.105000e+03 2.338983e-06
1.115000e+03 2.173239e-06
1.125000e+03 2.000496e-06
1.135000e+03 2.784752e-06
1.145000e+03 2.708620e-06
1.155000e+03 2.786427e-06
1.165000e+03 2.819926e-06
1.175000e+03 2.111409e-06
1.185000e+03 2.870502e-06
1.195000e+03 3.731290e-06
1.205000e+03 7.565332e-06
1.215000e+03 1.139534e-05
1.225000e+03 8.882216e-06
1.235000e+03 4.618192e-06
1.245000e+03 3.946116e-06
1.255000e+03 4.054333e-06
1.265000e+03 3.978659e-06
1.275000e+03 4.574445e-06
1.285000e+03 4.639798e-06
1.295000e+03 4.346228e-06
1.305000e+03 4.516390e-06
1.315000e+03 5.144468e-06
1.325000e+03 5.048900e-06
1.335000e+03 4.888114e-06
1.345000e+03 5.619402e-06
1.355000e+03 5.542294e-06
1.365000e+03 5.345024e-06
1.375000e+03 5.908959e-06
1.385000e+03 5.504144e-06
1.395000e+03 5.438852e-06
1.405000e+03 7.004262e-06
1.415000e+03 6.218490e-06
1.425000e+03 6.261390e-06
1.435000e+03 6.559054e-06
1.442000e+03 6.962713e-06
1.447000e+03 6.985815e-06
1.455000e+03 7.092938e-06
1.465000e+03 7.114675e-06
1.475000e+03 7.336111e-06
1.485000e+03 7.705611e-06
1.495000e+03 8.005180e-06
1.505000e+03 7.787096e-06
1.512000e+03 7.275076e-06
1.517000e+03 7.401878e-06
1.525000e+03 7.568143e-06
1.535000e+03 6.247434e-06
1.545000e+03 5.315955e-06
1.555000e+03 8.637755e-06
1.565000e+03 7.586332e-06
1.575000e+03 8.056344e-06
1.585000e+03 8.419808e-06
1.595000e+03 9.067551e-06
1.605000e+03 8.692521e-06
1.615000e+03 9.242725e-06
1.625000e+03 8.719678e-06
1.635000e+03 9.186431e-06
1.645000e+03 9.558488e-06
1.655000e+03 8.848292e-06
1.665000e+03 9.924410e-06
1.672000e+03 9.029647e-06
1.677000e+03 9.909656e-06
1.685000e+03 1.063870e-05
1.695000e+03 1.017056e-05
1.705000e+03 9.705891e-06
1.715000e+03 8.852761e-06
1.725000e+03 9.540337e-06
1.735000e+03 1.076157e-05
1.745000e+03 1.025270e-05
1.755000e+03 1.098375e-05
1.765000e+03 1.057183e-05
1.775000e+03 1.059022e-05
1.785000e+03 1.083409e-05
1.795000e+03 1.161319e-05
1.805000e+03 1.141815e-05
1.815000e+03 1.086387e-05
1.825000e+03 1.082113e-05
1.835000e+03 1.114671e-05
1.845000e+03 1.048244e-05
1.855000e+03 1.053864e-05
1.865000e+03 1.077163e-05
1.875000e+03 1.105225e-05
1.885000e+03 1.032593e-05
1.895000e+03 1.029741e-05
1.905000e+03 1.098814e-05
1.915000e+03 1.059966e-05
1.925000e+03 1.025879e-05
1.935000e+03 1.063223e-05
1.945000e+03 1.103567e-05
1.955000e+03 9.709392e-06
1.967000e+03 1.106893e-05
1.976000e+03 1.101830e-05
1.984000e+03 1.047586e-05
1.995000e+03 1.013889e-05
2.005000e+03 9.974016e-06
2.015000e+03 9.836461e-06
2.025000e+03 1.005122e-05
2.035000e+03 9.400580e-06
2.045000e+03 9.480927e-06
2.055000e+03 9.170510e-06
2.065000e+03 9.143509e-06
2.074000e+03 9.387369e-06
2.078000e+03 8.958023e-06
2.085000e+03 8.844862e-06
2.095000e+03 8.691527e-06
2.105000e+03 8.634903e-06
2.115000e+03 8.416991e-06
2.125000e+03 8.578157e-06
2.135000e+03 8.157759e-06
2.145000e+03 8.232722e-06
2.155000e+03 8.365575e-06
2.165000e+03 8.215867e-06
2.175000e+03 8.219294e-06
2.185000e+03 8.229144e-06
2.195000e+03 8.578645e-06
2.205000e+03 8.594179e-06
2.215000e+03 8.533027e-06
2.225000e+03 8.627396e-06
2.235000e+03 9.255004e-06
2.245000e+03 9.324536e-06
2.255000e+03 9.434433e-06
2.265000e+03 9.896672e-06
2.275000e+03 1.043584e-05
2.285000e+03 1.098311e-05
2.295000e+03 1.090276e-05
2.305000e+03 1.148920e-05
2.315000e+03 1.162134e-05
2.325000e+03 1.068642e-05
2.335000e+03 1.193638e-05
2.345000e+03 1.195183e-05
2.355000e+03 1.284850e-05
2.365000e+03 1.261566e-05
2.375000e+03 1.321857e-05
2.385000e+03 1.300366e-05
2.395000e+03 1.384925e-05
2.405000e+03 1.391552e-05
2.415000e+03 1.444560e-05
2.425000e+03 1.527192e-05
2.435000e+03 1.523750e-05
2.445000e+03 1.602482e-05
2.455000e+03 1.620264e-05
2.465000e+03 1.642956e-05
2.475000e+03 1.633337e-05
2.485000e+03 1.677484e-05
2.495000e+03 1.637190e-05
2.505000e+03 1.760742e-05
2.513000e+03 1.673753e-05
2.518000e+03 1.707868e-05
2.525000e+03 1.682189e-05
2.535000e+03 1.711979e-05
2.545000e+03 1.724437e-05
2.555000e+03 1.808365e-05
2.565000e+03 1.811741e-05
2.575000e+03 1.892313e-05
2.585000e+03 1.905850e-05
2.595000e+03 1.916061e-05
2.605000e+03 1.900931e-05
2.615000e+03 1.908935e-05
2.625000e+03 1.980117e-05
2.635000e+03 2.032959e-05
2.645000e+03 2.161383e-05
2.655000e+03 2.214494e-05
2.665000e+03 2.139789e-05
2.675000e+03 2.215369e-05
2.685000e+03 2.233538e-05
2.695000e+03 2.195334e-05
2.705000e+03 2.246613e-05
2.715000e+03 2.203268e-05
2.725000e+03 2.218813e-05
2.735000e+03 2.297189e-05
2.745000e+03 2.143766e-05
2.755000e+03 2.181680e-05
2.765000e+03 2.242475e-05
2.775000e+03 2.324314e-05
2.785000e+03 2.306563e-05
2.795000e+03 2.108810e-05
2.805000e+03 2.202396e-05
2.815000e+03 2.414606e-05
2.825000e+03 2.462568e-05
2.835000e+03 2.423560e-05
2.845000e+03 2.410230e-05
2.855000e+03 2.387762e-05
2.865000e+03 2.515851e-05
2.875000e+03 2.526407e-05
