# wave flux
#  wave: A, flux: flam 
# normalized to unit energy
9.10000e+01 1.10539e-57
9.40000e+01 1.07011e-57
9.60000e+01 1.04781e-57
9.80000e+01 1.02643e-57
1.00000e+02 1.00590e-57
1.02000e+02 9.86178e-58
1.04000e+02 9.67214e-58
1.06000e+02 9.48964e-58
1.08000e+02 9.31391e-58
1.10000e+02 9.14456e-58
1.14000e+02 8.82370e-58
1.18000e+02 8.52459e-58
1.21000e+02 8.31324e-58
1.25000e+02 8.04722e-58
1.27000e+02 7.92049e-58
1.28000e+02 7.85861e-58
1.31000e+02 7.67864e-58
1.32000e+02 7.62047e-58
1.34000e+02 7.50673e-58
1.37000e+02 7.34235e-58
1.40000e+02 7.18501e-58
1.43000e+02 7.03428e-58
1.47000e+02 6.84287e-58
1.51000e+02 6.66160e-58
1.55000e+02 6.48969e-58
1.59000e+02 6.32643e-58
1.62000e+02 6.20927e-58
1.66000e+02 6.05965e-58
1.70000e+02 5.91707e-58
1.73000e+02 5.81446e-58
1.77000e+02 5.68306e-58
1.80000e+02 5.58834e-58
1.82000e+02 5.52693e-58
1.86000e+02 5.40808e-58
1.91000e+02 5.26650e-58
1.94000e+02 5.18506e-58
1.98000e+02 5.08031e-58
2.02000e+02 4.97971e-58
2.05000e+02 4.90684e-58
2.10000e+02 4.79001e-58
2.16000e+02 4.65695e-58
2.20000e+02 4.57228e-58
2.23000e+02 4.51077e-58
2.27000e+02 4.43129e-58
2.30000e+02 4.37349e-58
2.34000e+02 4.29873e-58
2.40000e+02 4.19126e-58
2.46000e+02 4.08903e-58
2.52000e+02 3.99167e-58
2.57000e+02 3.91402e-58
2.60000e+02 3.86885e-58
2.64000e+02 3.81024e-58
2.69000e+02 3.73941e-58
2.74000e+02 3.67118e-58
2.79000e+02 3.60538e-58
2.84000e+02 3.54191e-58
2.90000e+02 3.46863e-58
2.96000e+02 3.39832e-58
3.01000e+02 3.34187e-58
3.08000e+02 3.26592e-58
3.18000e+02 3.16321e-58
3.28000e+02 3.06677e-58
3.38000e+02 2.97604e-58
3.48000e+02 2.89052e-58
3.57000e+02 2.81765e-58
3.66000e+02 2.74837e-58
3.75000e+02 2.68241e-58
3.85000e+02 2.61273e-58
3.95000e+02 2.54659e-58
4.05000e+02 8.10535e-58
4.14000e+02 4.92520e-57
4.22000e+02 2.52573e-56
4.30000e+02 1.15328e-55
