# wave flux
#  wave: A, flux: flam 
# normalized to unit energy
9.10000e+01 1.39313e-57
9.40000e+01 1.34867e-57
9.60000e+01 1.32057e-57
9.80000e+01 1.29362e-57
1.00000e+02 1.26775e-57
1.02000e+02 1.24289e-57
1.04000e+02 1.21899e-57
1.06000e+02 1.19599e-57
1.08000e+02 1.17384e-57
1.10000e+02 1.15250e-57
1.14000e+02 1.11206e-57
1.18000e+02 1.07436e-57
1.21000e+02 1.04772e-57
1.25000e+02 1.01420e-57
1.27000e+02 9.98226e-58
1.28000e+02 9.90427e-58
1.31000e+02 9.67745e-58
1.32000e+02 9.60414e-58
1.34000e+02 9.46080e-58
1.37000e+02 9.25362e-58
1.40000e+02 9.05533e-58
1.43000e+02 8.86536e-58
1.47000e+02 8.62413e-58
1.51000e+02 8.39567e-58
1.55000e+02 8.17901e-58
1.59000e+02 7.97325e-58
1.62000e+02 7.82560e-58
1.66000e+02 7.63703e-58
1.70000e+02 7.45733e-58
1.73000e+02 7.32802e-58
1.77000e+02 7.16241e-58
1.80000e+02 7.04304e-58
1.82000e+02 6.96564e-58
1.86000e+02 6.81584e-58
1.91000e+02 6.63742e-58
1.94000e+02 6.53478e-58
1.98000e+02 6.40276e-58
2.02000e+02 6.27597e-58
2.05000e+02 6.18413e-58
2.10000e+02 6.03689e-58
2.16000e+02 5.86920e-58
2.20000e+02 5.76248e-58
2.23000e+02 5.68496e-58
2.27000e+02 5.58479e-58
2.30000e+02 5.51194e-58
2.34000e+02 5.41772e-58
2.40000e+02 5.28228e-58
2.46000e+02 5.15344e-58
2.52000e+02 5.03074e-58
2.57000e+02 4.93287e-58
2.60000e+02 4.87595e-58
2.64000e+02 4.80207e-58
2.69000e+02 4.71281e-58
2.74000e+02 4.62681e-58
2.79000e+02 4.54389e-58
2.84000e+02 4.46390e-58
2.90000e+02 4.37154e-58
2.96000e+02 4.28293e-58
3.01000e+02 4.21178e-58
3.08000e+02 4.11606e-58
3.18000e+02 3.98662e-58
3.28000e+02 3.86508e-58
3.38000e+02 3.75073e-58
3.48000e+02 3.64295e-58
3.57000e+02 3.55111e-58
3.66000e+02 3.46379e-58
3.75000e+02 3.38066e-58
3.85000e+02 3.29285e-58
3.95000e+02 3.20949e-58
4.05000e+02 1.02152e-57
4.14000e+02 6.20727e-57
4.22000e+02 3.18319e-56
4.30000e+02 1.45349e-55
4.41000e+02 8.78745e-55
4.51000e+02 6.06188e-54
4.60000e+02 2.68278e-53
4.70000e+02 1.20435e-52
4.80000e+02 6.21069e-52
4.90000e+02 2.86160e-51
5.00000e+02 1.14736e-50
5.06000e+02 2.75163e-50
5.12000e+02 5.88879e-50
5.20000e+02 1.65485e-49
5.30000e+02 6.31263e-49
5.40000e+02 2.18491e-48
5.50000e+02 7.10861e-48
5.60000e+02 2.20430e-47
5.70000e+02 6.55481e-47
5.80000e+02 1.97157e-46
5.90000e+02 5.83849e-46
6.00000e+02 1.66147e-45
6.10000e+02 4.55630e-45
6.20000e+02 1.21009e-44
6.30000e+02 3.12412e-44
6.40000e+02 7.87391e-44
6.50000e+02 1.94593e-43
6.58000e+02 4.10519e-43
6.65000e+02 7.40140e-43
6.75000e+02 1.71376e-42
6.85000e+02 3.89305e-42
6.95000e+02 9.56049e-42
7.05000e+02 2.41420e-41
7.16000e+02 6.51888e-41
7.26000e+02 1.63396e-40
7.35000e+02 3.64142e-40
7.45000e+02 8.35058e-40
7.55000e+02 1.78571e-39
7.65000e+02 4.42262e-39
7.75000e+02 1.05908e-38
7.85000e+02 2.42269e-38
7.95000e+02 5.16154e-38
8.05000e+02 1.06605e-37
8.15000e+02 2.47609e-37
8.25000e+02 5.45016e-37
8.35000e+02 1.10469e-36
8.45000e+02 2.17387e-36
8.55000e+02 4.76961e-36
8.65000e+02 9.75298e-36
8.75000e+02 1.77759e-35
8.85000e+02 3.66178e-35
8.95000e+02 7.36069e-35
9.05000e+02 1.33004e-34
9.15000e+02 2.51794e-34
9.25000e+02 4.90003e-34
9.35000e+02 8.54626e-34
9.45000e+02 1.56368e-33
9.55000e+02 2.91066e-33
9.65000e+02 4.79038e-33
9.75000e+02 8.79494e-33
9.85000e+02 1.54568e-32
9.95000e+02 2.46849e-32
1.00500e+03 4.43202e-32
1.01500e+03 7.14921e-32
1.02500e+03 1.17861e-31
1.03500e+03 1.96991e-31
1.04500e+03 2.97772e-31
1.05500e+03 5.05691e-31
1.06500e+03 7.67521e-31
1.07500e+03 1.23123e-30
1.08500e+03 1.91718e-30
1.09500e+03 2.88164e-30
1.10500e+03 4.52976e-30
1.11500e+03 6.50625e-30
1.12500e+03 1.02779e-29
1.13500e+03 1.43628e-29
1.14500e+03 2.24804e-29
1.15500e+03 3.17674e-29
1.16500e+03 4.77130e-29
1.17500e+03 6.76429e-29
1.18500e+03 9.86458e-29
1.19500e+03 1.39308e-28
1.20500e+03 1.98888e-28
1.21500e+03 2.78790e-28
1.22500e+03 3.91861e-28
1.23500e+03 5.43546e-28
1.24500e+03 7.55550e-28
1.25500e+03 1.03434e-27
1.26500e+03 1.42726e-27
1.27500e+03 1.92425e-27
1.28500e+03 2.64595e-27
1.29500e+03 3.49342e-27
1.30500e+03 4.78279e-27
1.31500e+03 6.16844e-27
1.32500e+03 8.56822e-27
1.33500e+03 1.09321e-26
1.34500e+03 1.51584e-26
1.35500e+03 1.94427e-26
1.36500e+03 2.63694e-26
1.37500e+03 3.40907e-26
1.38500e+03 4.50418e-26
1.39500e+03 5.88982e-26
1.40500e+03 7.53984e-26
1.41500e+03 1.00128e-25
1.42500e+03 1.24510e-25
1.43500e+03 1.67444e-25
