# wave flux
#  wave: A, flux: flam 
# normalized to unit energy
9.10000e+01 1.09966e-57
9.40000e+01 1.06456e-57
9.60000e+01 1.04238e-57
9.80000e+01 1.02111e-57
1.00000e+02 1.00069e-57
1.02000e+02 9.81066e-58
1.04000e+02 9.62199e-58
1.06000e+02 9.44045e-58
1.08000e+02 9.26562e-58
1.10000e+02 9.09716e-58
1.14000e+02 8.77796e-58
1.18000e+02 8.48040e-58
1.21000e+02 8.27014e-58
1.25000e+02 8.00550e-58
1.27000e+02 7.87943e-58
1.28000e+02 7.81787e-58
1.31000e+02 7.63883e-58
1.32000e+02 7.58096e-58
1.34000e+02 7.46782e-58
1.37000e+02 7.30429e-58
1.40000e+02 7.14777e-58
1.43000e+02 6.99781e-58
1.47000e+02 6.80740e-58
1.51000e+02 6.62707e-58
1.55000e+02 6.45605e-58
1.59000e+02 6.29363e-58
1.62000e+02 6.17708e-58
1.66000e+02 6.02824e-58
1.70000e+02 5.88640e-58
1.73000e+02 5.78432e-58
1.77000e+02 5.65360e-58
1.80000e+02 5.55937e-58
1.82000e+02 5.49828e-58
1.86000e+02 5.38004e-58
1.91000e+02 5.23920e-58
1.94000e+02 5.15818e-58
1.98000e+02 5.05398e-58
2.02000e+02 4.95390e-58
2.05000e+02 4.88140e-58
2.10000e+02 4.76518e-58
2.16000e+02 4.63281e-58
2.20000e+02 4.54858e-58
2.23000e+02 4.48739e-58
2.27000e+02 4.40831e-58
2.30000e+02 4.35081e-58
2.34000e+02 4.27644e-58
2.40000e+02 4.16953e-58
2.46000e+02 4.06783e-58
2.52000e+02 3.97098e-58
2.57000e+02 3.89372e-58
2.60000e+02 3.84880e-58
2.64000e+02 3.79048e-58
2.69000e+02 3.72003e-58
2.74000e+02 3.65214e-58
2.79000e+02 3.58669e-58
2.84000e+02 3.52355e-58
2.90000e+02 3.45065e-58
2.96000e+02 3.38070e-58
3.01000e+02 3.32454e-58
3.08000e+02 3.24898e-58
3.18000e+02 3.14682e-58
3.28000e+02 3.05088e-58
3.38000e+02 2.96061e-58
3.48000e+02 2.87554e-58
3.57000e+02 2.80305e-58
3.66000e+02 2.73412e-58
3.75000e+02 2.66850e-58
3.85000e+02 2.59919e-58
3.95000e+02 2.53339e-58
4.05000e+02 8.06333e-58
4.14000e+02 4.89966e-57
4.22000e+02 2.51263e-56
4.30000e+02 1.14730e-55
4.41000e+02 6.93632e-55
4.51000e+02 4.78491e-54
4.60000e+02 2.11764e-53
4.70000e+02 9.50649e-53
4.80000e+02 4.90237e-52
4.90000e+02 2.25879e-51
5.00000e+02 9.05664e-51
5.06000e+02 2.17198e-50
5.12000e+02 4.64828e-50
5.20000e+02 1.30625e-49
5.30000e+02 4.98283e-49
5.40000e+02 1.72465e-48
5.50000e+02 5.61113e-48
5.60000e+02 1.73995e-47
5.70000e+02 5.17399e-47
5.80000e+02 1.55625e-46
5.90000e+02 4.60857e-46
6.00000e+02 1.31147e-45
6.10000e+02 3.59648e-45
6.20000e+02 9.55174e-45
6.30000e+02 2.46600e-44
6.40000e+02 6.21521e-44
6.50000e+02 1.53601e-43
6.58000e+02 3.24041e-43
6.65000e+02 5.84224e-43
6.75000e+02 1.35275e-42
6.85000e+02 3.07295e-42
6.95000e+02 7.54651e-42
7.05000e+02 1.90563e-41
7.16000e+02 5.14564e-41
7.26000e+02 1.28976e-40
7.35000e+02 2.87433e-40
7.45000e+02 6.59147e-40
7.55000e+02 1.40954e-39
7.65000e+02 3.49097e-39
7.75000e+02 8.35976e-39
7.85000e+02 1.91233e-38
7.95000e+02 4.07423e-38
8.05000e+02 8.41476e-38
8.15000e+02 1.95449e-37
8.25000e+02 4.30204e-37
8.35000e+02 8.71981e-37
8.45000e+02 1.71593e-36
8.55000e+02 3.76486e-36
8.65000e+02 7.69845e-36
8.75000e+02 1.40313e-35
8.85000e+02 2.89040e-35
8.95000e+02 5.81011e-35
9.05000e+02 1.04986e-34
9.15000e+02 1.98752e-34
9.25000e+02 3.86780e-34
9.35000e+02 6.74593e-34
9.45000e+02 1.23428e-33
9.55000e+02 2.29751e-33
9.65000e+02 3.78126e-33
9.75000e+02 6.94223e-33
9.85000e+02 1.22007e-32
9.95000e+02 1.94849e-32
1.00500e+03 3.49839e-32
1.01500e+03 5.64318e-32
1.02500e+03 9.30330e-32
1.03500e+03 1.55494e-31
1.04500e+03 2.35044e-31
1.05500e+03 3.99164e-31
1.06500e+03 6.05837e-31
1.07500e+03 9.71866e-31
1.08500e+03 1.51331e-30
1.09500e+03 2.27460e-30
1.10500e+03 3.57553e-30
1.11500e+03 5.13567e-30
1.12500e+03 8.11277e-30
1.13500e+03 1.13372e-29
1.14500e+03 1.77448e-29
1.15500e+03 2.50754e-29
1.16500e+03 3.76619e-29
1.17500e+03 5.33935e-29
1.18500e+03 7.78654e-29
1.19500e+03 1.09962e-28
1.20500e+03 1.56991e-28
1.21500e+03 2.20061e-28
1.22500e+03 3.09313e-28
1.23500e+03 4.29045e-28
1.24500e+03 5.96388e-28
1.25500e+03 8.16452e-28
1.26500e+03 1.12660e-27
1.27500e+03 1.51890e-27
1.28500e+03 2.08856e-27
1.29500e+03 2.75750e-27
1.30500e+03 3.77527e-27
1.31500e+03 4.86902e-27
1.32500e+03 6.76327e-27
1.33500e+03 8.62914e-27
1.34500e+03 1.19652e-26
1.35500e+03 1.53469e-26
1.36500e+03 2.08145e-26
1.37500e+03 2.69092e-26
1.38500e+03 3.55535e-26
1.39500e+03 4.64909e-26
1.40500e+03 5.95152e-26
1.41500e+03 7.90354e-26
1.42500e+03 9.82815e-26
1.43500e+03 1.32171e-25
1.44200e+03 1.56161e-25
1.44700e+03 1.73154e-25
1.45500e+03 2.16946e-25
1.46500e+03 2.77528e-25
1.47500e+03 3.48444e-25
1.48500e+03 4.55499e-25
1.49500e+03 5.61122e-25
1.50500e+03 7.33688e-25
1.51200e+03 8.64296e-25
1.51700e+03 9.56850e-25
1.52500e+03 1.15533e-24
1.53500e+03 1.48302e-24
1.54500e+03 1.80646e-24
1.55500e+03 2.34366e-24
1.56500e+03 2.91222e-24
1.57500e+03 3.61236e-24
1.58500e+03 4.61068e-24
1.59500e+03 5.59649e-24
1.60500e+03 7.13765e-24
1.61500e+03 8.86837e-24
1.62500e+03 1.07277e-23
1.63500e+03 1.37696e-23
1.64500e+03 1.67745e-23
1.65500e+03 2.07902e-23
1.66500e+03 2.60823e-23
1.67200e+03 2.97491e-23
1.67700e+03 3.23495e-23
1.68500e+03 3.95164e-23
1.69500e+03 4.87420e-23
1.70500e+03 5.78593e-23
1.71500e+03 7.39170e-23
1.72500e+03 9.00051e-23
1.73500e+03 1.08084e-22
1.74500e+03 1.36520e-22
1.75500e+03 1.64632e-22
1.76500e+03 1.99642e-22
1.77500e+03 2.49506e-22
1.78500e+03 2.98812e-22
1.79500e+03 3.64723e-22
1.80500e+03 4.52518e-22
1.81500e+03 5.39346e-22
1.82500e+03 6.60065e-22
1.83500e+03 8.15536e-22
1.84500e+03 9.69323e-22
1.85500e+03 1.18518e-21
1.86500e+03 1.46212e-21
1.87500e+03 1.73610e-21
1.88500e+03 2.11285e-21
1.89500e+03 2.60901e-21
1.90500e+03 3.09996e-21
1.91500e+03 3.73936e-21
1.92500e+03 4.63223e-21
1.93500e+03 5.51588e-21
1.94500e+03 6.56260e-21
1.95500e+03 8.17202e-21
1.96700e+03 1.00817e-20
1.97600e+03 1.16862e-20
1.98400e+03 1.40012e-20
1.99500e+03 1.71540e-20
2.00500e+03 1.99901e-20
2.01500e+03 2.46756e-20
2.02500e+03 2.97818e-20
2.03500e+03 3.48378e-20
2.04500e+03 4.18514e-20
2.05500e+03 5.07938e-20
2.06500e+03 5.96497e-20
2.07400e+03 6.78744e-20
2.07800e+03 7.39759e-20
2.08500e+03 8.45973e-20
2.09500e+03 9.96476e-20
2.10500e+03 1.14555e-19
2.11500e+03 1.36746e-19
2.12500e+03 1.61325e-19
2.13500e+03 1.85673e-19
2.14500e+03 2.13849e-19
2.15500e+03 2.52138e-19
2.16500e+03 2.90074e-19
2.17500e+03 3.27661e-19
2.18500e+03 3.79876e-19
2.19500e+03 4.36322e-19
2.20500e+03 4.92256e-19
2.21500e+03 5.52696e-19
2.22500e+03 6.33859e-19
2.23500e+03 7.14297e-19
2.24500e+03 7.94017e-19
2.25500e+03 8.92441e-19
2.26500e+03 1.00581e-18
2.27500e+03 1.11818e-18
2.28500e+03 1.22956e-18
