# wave flux
#  wave: A, flux: flam 
# normalized to unit energy
9.10000e+01 2.78340e-58
9.40000e+01 2.69456e-58
9.60000e+01 2.63843e-58
9.80000e+01 2.58458e-58
1.00000e+02 2.53289e-58
1.02000e+02 2.48323e-58
1.04000e+02 2.43547e-58
1.06000e+02 2.38952e-58
1.08000e+02 2.34527e-58
1.10000e+02 2.30263e-58
1.14000e+02 2.22183e-58
1.18000e+02 2.14652e-58
1.21000e+02 2.09330e-58
1.25000e+02 2.02631e-58
1.27000e+02 1.99440e-58
1.28000e+02 1.97882e-58
1.31000e+02 1.93350e-58
1.32000e+02 1.91886e-58
1.34000e+02 1.89022e-58
1.37000e+02 1.84883e-58
1.40000e+02 1.80921e-58
1.43000e+02 1.77125e-58
1.47000e+02 1.72306e-58
1.51000e+02 1.67741e-58
1.55000e+02 1.63412e-58
1.59000e+02 1.59301e-58
1.62000e+02 1.56351e-58
1.66000e+02 1.52584e-58
1.70000e+02 1.48994e-58
1.73000e+02 1.46410e-58
1.77000e+02 1.43101e-58
1.80000e+02 1.40716e-58
1.82000e+02 1.39170e-58
1.86000e+02 1.36177e-58
1.91000e+02 1.32612e-58
1.94000e+02 1.30561e-58
1.98000e+02 1.27924e-58
2.02000e+02 1.25391e-58
2.05000e+02 1.23556e-58
2.10000e+02 1.20614e-58
2.16000e+02 1.17263e-58
2.20000e+02 1.15131e-58
2.23000e+02 1.13583e-58
2.27000e+02 1.11581e-58
2.30000e+02 1.10126e-58
2.34000e+02 1.08243e-58
2.40000e+02 1.05537e-58
2.46000e+02 1.02963e-58
2.52000e+02 1.00512e-58
2.57000e+02 9.85561e-59
2.60000e+02 9.74189e-59
2.64000e+02 9.59428e-59
2.69000e+02 9.41595e-59
2.74000e+02 9.24413e-59
2.79000e+02 9.07846e-59
2.84000e+02 8.91863e-59
2.90000e+02 8.73411e-59
2.96000e+02 8.55706e-59
3.01000e+02 8.41492e-59
3.08000e+02 8.22367e-59
3.18000e+02 7.96507e-59
3.28000e+02 7.72223e-59
3.38000e+02 7.49376e-59
3.48000e+02 7.27842e-59
3.57000e+02 7.09493e-59
3.66000e+02 6.92047e-59
3.75000e+02 6.75438e-59
3.85000e+02 6.57894e-59
3.95000e+02 6.41238e-59
4.05000e+02 2.04095e-58
4.14000e+02 1.24018e-57
4.22000e+02 6.35985e-57
4.30000e+02 2.90399e-56
4.41000e+02 1.75569e-55
4.51000e+02 1.21113e-54
4.60000e+02 5.36006e-54
4.70000e+02 2.40624e-53
4.80000e+02 1.24086e-52
4.90000e+02 5.71733e-52
5.00000e+02 2.29237e-51
5.06000e+02 5.49762e-51
5.12000e+02 1.17655e-50
5.20000e+02 3.30631e-50
5.30000e+02 1.26123e-49
5.40000e+02 4.36534e-49
5.50000e+02 1.42026e-48
5.60000e+02 4.40407e-48
5.70000e+02 1.30962e-47
5.80000e+02 3.93910e-47
5.90000e+02 1.16650e-46
6.00000e+02 3.31953e-46
6.10000e+02 9.10324e-46
6.20000e+02 2.41769e-45
6.30000e+02 6.24183e-45
6.40000e+02 1.57317e-44
6.50000e+02 3.88787e-44
