# wave flux
#  wave: A, flux: flam 
# normalized to unit energy
9.10000e+01 1.38992e-57
9.40000e+01 1.34556e-57
9.60000e+01 1.31753e-57
9.80000e+01 1.29064e-57
1.00000e+02 1.26483e-57
1.02000e+02 1.24003e-57
1.04000e+02 1.21618e-57
1.06000e+02 1.19323e-57
1.08000e+02 1.17114e-57
1.10000e+02 1.14984e-57
1.14000e+02 1.10950e-57
1.18000e+02 1.07189e-57
1.21000e+02 1.04531e-57
1.25000e+02 1.01186e-57
1.27000e+02 9.95927e-58
1.28000e+02 9.88146e-58
1.31000e+02 9.65517e-58
1.32000e+02 9.58203e-58
1.34000e+02 9.43901e-58
1.37000e+02 9.23232e-58
1.40000e+02 9.03448e-58
1.43000e+02 8.84495e-58
1.47000e+02 8.60427e-58
1.51000e+02 8.37634e-58
1.55000e+02 8.16018e-58
1.59000e+02 7.95489e-58
1.62000e+02 7.80758e-58
1.66000e+02 7.61944e-58
1.70000e+02 7.44016e-58
1.73000e+02 7.31114e-58
1.77000e+02 7.14592e-58
1.80000e+02 7.02682e-58
1.82000e+02 6.94960e-58
1.86000e+02 6.80015e-58
1.91000e+02 6.62213e-58
1.94000e+02 6.51973e-58
1.98000e+02 6.38802e-58
2.02000e+02 6.26152e-58
2.05000e+02 6.16989e-58
2.10000e+02 6.02299e-58
2.16000e+02 5.85568e-58
2.20000e+02 5.74922e-58
2.23000e+02 5.67187e-58
2.27000e+02 5.57193e-58
2.30000e+02 5.49925e-58
2.34000e+02 5.40525e-58
2.40000e+02 5.27011e-58
2.46000e+02 5.14157e-58
2.52000e+02 5.01916e-58
2.57000e+02 4.92151e-58
2.60000e+02 4.86472e-58
2.64000e+02 4.79101e-58
2.69000e+02 4.70196e-58
2.74000e+02 4.61616e-58
2.79000e+02 4.53343e-58
2.84000e+02 4.45362e-58
2.90000e+02 4.36147e-58
2.96000e+02 4.27307e-58
3.01000e+02 4.20208e-58
3.08000e+02 4.10658e-58
3.18000e+02 3.97744e-58
3.28000e+02 3.85618e-58
3.38000e+02 3.74209e-58
3.48000e+02 3.63456e-58
3.57000e+02 3.54293e-58
3.66000e+02 3.45581e-58
3.75000e+02 3.37287e-58
3.85000e+02 3.28527e-58
3.95000e+02 3.20209e-58
4.05000e+02 1.01917e-57
4.14000e+02 6.19297e-57
4.22000e+02 3.17586e-56
4.30000e+02 1.45014e-55
4.41000e+02 8.76722e-55
4.51000e+02 6.04793e-54
4.60000e+02 2.67661e-53
4.70000e+02 1.20158e-52
4.80000e+02 6.19639e-52
4.90000e+02 2.85501e-51
5.00000e+02 1.14472e-50
5.06000e+02 2.74530e-50
5.12000e+02 5.87523e-50
5.20000e+02 1.65104e-49
5.30000e+02 6.29809e-49
5.40000e+02 2.17988e-48
5.50000e+02 7.09224e-48
5.60000e+02 2.19922e-47
5.70000e+02 6.53971e-47
5.80000e+02 1.96703e-46
5.90000e+02 5.82505e-46
6.00000e+02 1.65764e-45
6.10000e+02 4.54581e-45
6.20000e+02 1.20730e-44
6.30000e+02 3.11693e-44
6.40000e+02 7.85578e-44
6.50000e+02 1.94145e-43
6.58000e+02 4.09574e-43
6.65000e+02 7.38435e-43
6.75000e+02 1.70981e-42
6.85000e+02 3.88409e-42
6.95000e+02 9.53847e-42
7.05000e+02 2.40864e-41
7.16000e+02 6.50387e-41
7.26000e+02 1.63020e-40
7.35000e+02 3.63304e-40
