# wave flux
#  wave: A, flux: flam 
# normalized to unit energy
9.10000e+01 1.10155e-57
9.40000e+01 1.06639e-57
9.60000e+01 1.04418e-57
9.80000e+01 1.02287e-57
1.00000e+02 1.00241e-57
1.02000e+02 9.82754e-58
1.04000e+02 9.63855e-58
1.06000e+02 9.45669e-58
1.08000e+02 9.28157e-58
1.10000e+02 9.11281e-58
1.14000e+02 8.79306e-58
1.18000e+02 8.49499e-58
1.21000e+02 8.28437e-58
1.25000e+02 8.01927e-58
1.27000e+02 7.89298e-58
1.28000e+02 7.83132e-58
1.31000e+02 7.65198e-58
1.32000e+02 7.59401e-58
1.34000e+02 7.48066e-58
1.37000e+02 7.31685e-58
1.40000e+02 7.16006e-58
1.43000e+02 7.00985e-58
1.47000e+02 6.81911e-58
1.51000e+02 6.63847e-58
1.55000e+02 6.46716e-58
1.59000e+02 6.30446e-58
1.62000e+02 6.18771e-58
1.66000e+02 6.03861e-58
1.70000e+02 5.89652e-58
1.73000e+02 5.79427e-58
1.77000e+02 5.66333e-58
1.80000e+02 5.56894e-58
1.82000e+02 5.50774e-58
1.86000e+02 5.38930e-58
1.91000e+02 5.24822e-58
1.94000e+02 5.16706e-58
1.98000e+02 5.06267e-58
2.02000e+02 4.96242e-58
2.05000e+02 4.88980e-58
2.10000e+02 4.77338e-58
2.16000e+02 4.64078e-58
2.20000e+02 4.55640e-58
2.23000e+02 4.49511e-58
2.27000e+02 4.41590e-58
2.30000e+02 4.35830e-58
2.34000e+02 4.28380e-58
2.40000e+02 4.17670e-58
2.46000e+02 4.07483e-58
2.52000e+02 3.97781e-58
2.57000e+02 3.90042e-58
2.60000e+02 3.85542e-58
2.64000e+02 3.79700e-58
2.69000e+02 3.72643e-58
2.74000e+02 3.65843e-58
2.79000e+02 3.59286e-58
2.84000e+02 3.52961e-58
2.90000e+02 3.45658e-58
2.96000e+02 3.38652e-58
3.01000e+02 3.33026e-58
3.08000e+02 3.25457e-58
3.18000e+02 3.15223e-58
3.28000e+02 3.05613e-58
3.38000e+02 2.96571e-58
3.48000e+02 2.88049e-58
3.57000e+02 2.80787e-58
3.66000e+02 2.73882e-58
3.75000e+02 2.67309e-58
3.85000e+02 2.60366e-58
3.95000e+02 2.53774e-58
4.05000e+02 8.07721e-58
4.14000e+02 4.90810e-57
4.22000e+02 2.51695e-56
4.30000e+02 1.14927e-55
4.41000e+02 6.94825e-55
4.51000e+02 4.79314e-54
4.60000e+02 2.12128e-53
4.70000e+02 9.52284e-53
4.80000e+02 4.91080e-52
4.90000e+02 2.26267e-51
5.00000e+02 9.07222e-51
