      91.0000      0.00000
      94.0000      0.00000
      96.0000      0.00000
      98.0000      0.00000
      100.000      0.00000
      102.000      0.00000
      104.000      0.00000
      106.000      0.00000
      108.000      0.00000
      110.000      0.00000
      114.000      0.00000
      118.000      0.00000
      121.000      0.00000
      125.000      0.00000
      127.000      0.00000
      128.000      0.00000
      131.000      0.00000
      132.000      0.00000
      134.000      0.00000
      137.000      0.00000
      140.000      0.00000
      143.000      0.00000
      147.000      0.00000
      151.000      0.00000
      155.000      0.00000
      159.000      0.00000
      162.000      0.00000
      166.000      0.00000
      170.000      0.00000
      173.000      0.00000
      177.000      0.00000
      180.000      0.00000
      182.000      0.00000
      186.000      0.00000
      191.000      0.00000
      194.000      0.00000
      198.000      0.00000
      202.000      0.00000
      205.000      0.00000
      210.000      0.00000
      216.000      0.00000
      220.000      0.00000
      223.000      0.00000
      227.000      0.00000
      230.000      0.00000
      234.000      0.00000
      240.000      0.00000
      246.000      0.00000
      252.000      0.00000
      257.000      0.00000
      260.000      0.00000
      264.000      0.00000
      269.000      0.00000
      274.000      0.00000
      279.000      0.00000
      284.000      0.00000
      290.000      0.00000
      296.000      0.00000
      301.000      0.00000
      308.000      0.00000
      318.000      0.00000
      328.000      0.00000
      338.000      0.00000
      348.000      0.00000
      357.000      0.00000
      366.000      0.00000
      375.000      0.00000
      385.000      0.00000
      395.000      0.00000
      405.000      0.00000
      414.000      0.00000
      422.000      0.00000
      430.000      0.00000
      441.000      0.00000
      451.000      0.00000
      460.000      0.00000
      470.000      0.00000
      480.000      0.00000
      490.000      0.00000
      500.000      0.00000
      506.000      0.00000
      512.000      0.00000
      520.000      0.00000
      530.000      0.00000
      540.000      0.00000
      550.000      0.00000
      560.000      0.00000
      570.000      0.00000
      580.000      0.00000
      590.000      0.00000
      600.000      0.00000
      610.000      0.00000
      620.000      0.00000
      630.000      0.00000
      640.000      0.00000
      650.000      0.00000
      658.000      0.00000
      665.000      0.00000
      675.000      0.00000
      685.000      0.00000
      695.000      0.00000
      705.000      0.00000
      716.000      0.00000
      726.000      0.00000
      735.000      0.00000
      745.000      0.00000
      755.000      0.00000
      765.000      0.00000
      775.000      0.00000
      785.000      0.00000
      795.000      0.00000
      805.000      0.00000
      815.000      0.00000
      825.000      0.00000
      835.000      0.00000
      845.000      0.00000
      855.000      0.00000
      865.000      0.00000
      875.000      0.00000
      885.000      0.00000
      895.000      0.00000
      905.000      0.00000
      915.000  1.33000e+31
      925.000  3.17500e+31
      935.000  4.95600e+31
      945.000  6.67500e+31
      955.000  7.74200e+31
      965.000  8.46800e+31
      975.000  3.26800e+31
      985.000  6.94400e+31
      995.000  6.63100e+31
      1005.00  8.11100e+31
      1015.00  8.12800e+31
      1025.00  5.39900e+31
      1035.00  7.02200e+31
      1045.00  9.56100e+31
      1055.00  9.14500e+31
      1065.00  7.79800e+31
      1075.00  8.49200e+31
      1085.00  7.43200e+31
      1095.00  8.60700e+31
      1105.00  8.11100e+31
      1115.00  7.89200e+31
      1125.00  6.96300e+31
      1135.00  8.10500e+31
      1145.00  7.60300e+31
      1155.00  7.59700e+31
      1165.00  7.49100e+31
      1175.00  5.20100e+31
      1185.00  7.12100e+31
      1195.00  6.21000e+31
      1205.00  5.19400e+31
      1215.00  4.01000e+31
      1225.00  5.83300e+31
      1235.00  6.89500e+31
      1245.00  7.02200e+31
      1255.00  6.81200e+31
      1265.00  6.57500e+31
      1275.00  7.10500e+31
      1285.00  7.11700e+31
      1295.00  6.18400e+31
      1305.00  6.24000e+31
      1315.00  6.91400e+31
      1325.00  6.56900e+31
      1335.00  6.50660e+31
      1345.00  6.53000e+31
      1355.00  6.34200e+31
      1365.00  5.91700e+31
      1375.00  5.84800e+31
      1385.00  5.77700e+31
      1395.00  4.50800e+31
      1405.00  4.43300e+31
      1415.00  5.35000e+31
      1425.00  5.17200e+31
      1435.00  5.32400e+31
      1442.00  5.37200e+31
      1447.00  5.32800e+31
      1455.00  5.16200e+31
      1465.00  4.90000e+31
      1475.00  4.91700e+31
      1485.00  4.90100e+31
      1495.00  4.82200e+31
      1505.00  4.58500e+31
      1512.00  4.24300e+31
      1517.00  4.35800e+31
      1525.00  4.34300e+31
      1535.00  3.81100e+31
      1545.00  3.51100e+31
      1555.00  3.47900e+31
      1565.00  3.80100e+31
      1575.00  4.00000e+31
      1585.00  4.03800e+31
      1595.00  4.02800e+31
      1605.00  3.92500e+31
      1615.00  3.85200e+31
      1625.00  3.78200e+31
      1635.00  3.90900e+31
      1645.00  3.87600e+31
      1655.00  3.79600e+31
      1665.00  3.89000e+31
      1672.00  3.64900e+31
      1677.00  3.96200e+31
      1685.00  3.90400e+31
      1695.00  3.73000e+31
      1705.00  3.62500e+31
      1715.00  3.44500e+31
      1725.00  3.38000e+31
      1735.00  3.50900e+31
      1745.00  3.42200e+31
      1755.00  3.46100e+31
      1765.00  3.33700e+31
      1775.00  3.25000e+31
      1785.00  3.28700e+31
      1795.00  3.32300e+31
      1805.00  3.31700e+31
      1815.00  3.07600e+31
      1825.00  3.12400e+31
      1835.00  3.04200e+31
      1845.00  2.83800e+31
      1855.00  2.81800e+31
      1865.00  2.84300e+31
      1875.00  2.93300e+31
      1885.00  2.70100e+31
      1895.00  2.56900e+31
      1905.00  2.94179e+31
      1915.00  2.57406e+31
      1925.00  2.46500e+31
      1935.00  2.57400e+31
      1945.00  2.60300e+31
      1955.00  2.39300e+31
      1967.00  2.53400e+31
      1976.00  2.58900e+31
      1984.00  2.45200e+31
      1995.00  2.38600e+31
      2005.00  2.43600e+31
      2015.00  2.38700e+31
      2025.00  2.43700e+31
      2035.00  2.27900e+31
      2045.00  2.29100e+31
      2055.00  2.07400e+31
      2065.00  2.14700e+31
      2074.00  2.30600e+31
      2078.00  2.15400e+31
      2085.00  2.21100e+31
      2095.00  2.10300e+31
      2105.00  2.13300e+31
      2115.00  2.13600e+31
      2125.00  2.13700e+31
      2135.00  2.08648e+31
      2145.00  2.03128e+31
      2155.00  2.07600e+31
      2165.00  2.03400e+31
      2175.00  2.02100e+31
      2185.00  1.96700e+31
      2195.00  2.00000e+31
      2205.00  1.96800e+31
      2215.00  1.91800e+31
      2225.00  1.87700e+31
      2235.00  1.88500e+31
      2245.00  1.86500e+31
      2255.00  1.81500e+31
      2265.00  1.83400e+31
      2275.00  1.82900e+31
      2285.00  1.82300e+31
      2295.00  1.73600e+31
      2305.00  1.75600e+31
      2315.00  1.71501e+31
      2325.00  1.98018e+31
      2335.00  1.65329e+31
      2345.00  1.64400e+31
      2355.00  1.65100e+31
      2365.00  1.61500e+31
      2375.00  1.60300e+31
      2385.00  1.55900e+31
      2395.00  1.58100e+31
      2405.00  1.54700e+31
      2415.00  1.54400e+31
      2425.00  1.55200e+31
      2435.00  1.50900e+31
      2445.00  1.52400e+31
      2455.00  1.51100e+31
      2465.00  1.49100e+31
      2475.00  1.46600e+31
      2485.00  1.46300e+31
      2495.00  1.29800e+31
      2505.00  1.43600e+31
      2513.00  1.37100e+31
      2518.00  1.41400e+31
      2525.00  1.39200e+31
      2535.00  1.38200e+31
      2545.00  1.35400e+31
      2555.00  1.36800e+31
      2565.00  1.35300e+31
      2575.00  1.36100e+31
      2585.00  1.34800e+31
      2595.00  1.33400e+31
      2605.00  1.31200e+31
      2615.00  1.29600e+31
      2625.00  1.29200e+31
      2635.00  1.28600e+31
      2645.00  1.29500e+31
      2655.00  1.28700e+31
      2665.00  1.24800e+31
      2675.00  1.25000e+31
      2685.00  1.24400e+31
      2695.00  1.21300e+31
      2705.00  1.20600e+31
      2715.00  1.19000e+31
