# z   15.0  15.5  16.0  16.5  17.0  17.5  18.0  18.5  19.0  19.5  20.0  20.5  21.0  21.5  22.0  22.5  23.0  23.5  24.0  24.5  25.0  25.5  26.0  26.5  27.0  27.5  28.0  28.5  29.0  29.5  30.0
1.000e-02 1.645e+00 1.689e+00 1.735e+00 1.780e+00 1.827e+00 1.874e+00 9.566e-01 2.181e-01 8.575e-02 4.396e-02 2.624e-02 1.784e-02 1.260e-02 8.163e-03 4.963e-03 2.994e-03 1.749e-03 1.765e-03 2.252e-03 2.857e-03 3.795e-03 3.918e-03 2.550e-03 1.420e-03 5.525e-04 2.024e-04 8.053e-05 3.195e-05 1.277e-05 5.123e-06 2.060e-06
2.000e-02 6.106e+00 6.151e+00 6.194e+00 6.235e+00 6.276e+00 6.314e+00 3.314e+00 7.808e-01 3.058e-01 1.550e-01 9.128e-02 6.088e-02 4.246e-02 2.793e-02 1.736e-02 1.077e-02 6.520e-03 6.222e-03 7.254e-03 8.346e-03 9.911e-03 9.477e-03 6.129e-03 3.488e-03 1.467e-03 5.842e-04 2.515e-04 1.081e-04 4.677e-05 2.033e-05 8.851e-06
3.000e-02 1.154e+01 1.150e+01 1.145e+01 1.140e+01 1.135e+01 1.129e+01 6.325e+00 1.598e+00 6.332e-01 3.206e-01 1.879e-01 1.241e-01 8.603e-02 5.716e-02 3.601e-02 2.275e-02 1.406e-02 1.299e-02 1.436e-02 1.560e-02 1.734e-02 1.585e-02 1.022e-02 5.893e-03 2.594e-03 1.086e-03 4.895e-04 2.204e-04 9.996e-05 4.551e-05 2.077e-05
4.000e-02 1.574e+01 1.558e+01 1.542e+01 1.526e+01 1.509e+01 1.493e+01 9.211e+00 2.576e+00 1.044e+00 5.314e-01 3.114e-01 2.047e-01 1.414e-01 9.468e-02 6.029e-02 3.858e-02 2.422e-02 2.186e-02 2.327e-02 2.427e-02 2.574e-02 2.279e-02 1.467e-02 8.542e-03 3.886e-03 1.685e-03 7.851e-04 3.655e-04 1.713e-04 8.064e-05 3.803e-05
5.000e-02 1.724e+01 1.703e+01 1.682e+01 1.661e+01 1.640e+01 1.619e+01 1.134e+01 3.620e+00 1.515e+00 7.786e-01 4.575e-01 3.000e-01 2.069e-01 1.396e-01 8.970e-02 5.802e-02 3.688e-02 3.271e-02 3.380e-02 3.414e-02 3.492e-02 3.016e-02 1.939e-02 1.138e-02 5.314e-03 2.368e-03 1.132e-03 5.409e-04 2.602e-04 1.257e-04 6.081e-05
6.000e-02 1.591e+01 1.575e+01 1.559e+01 1.542e+01 1.526e+01 1.509e+01 1.237e+01 4.639e+00 2.021e+00 1.053e+00 6.222e-01 4.080e-01 2.814e-01 1.911e-01 1.238e-01 8.083e-02 5.194e-02 4.540e-02 4.579e-02 4.507e-02 4.474e-02 3.787e-02 2.433e-02 1.438e-02 6.860e-03 3.127e-03 1.527e-03 7.451e-04 3.661e-04 1.806e-04 8.922e-05
7.000e-02 1.269e+01 1.264e+01 1.259e+01 1.253e+01 1.247e+01 1.241e+01 1.225e+01 5.552e+00 2.539e+00 1.347e+00 8.015e-01 5.264e-01 3.634e-01 2.485e-01 1.622e-01 1.068e-01 6.928e-02 5.982e-02 5.913e-02 5.693e-02 5.509e-02 4.585e-02 2.945e-02 1.751e-02 8.508e-03 3.954e-03 1.966e-03 9.768e-04 4.885e-04 2.453e-04 1.234e-04
8.000e-02 8.875e+00 8.936e+00 8.993e+00 9.044e+00 9.092e+00 9.134e+00 1.118e+01 6.296e+00 3.046e+00 1.651e+00 9.915e-01 6.531e-01 4.519e-01 3.110e-01 2.046e-01 1.357e-01 8.880e-02 7.589e-02 7.369e-02 6.961e-02 6.591e-02 5.405e-02 3.472e-02 2.075e-02 1.025e-02 4.845e-03 2.447e-03 1.235e-03 6.273e-04 3.198e-04 1.634e-04
9.000e-02 5.495e+00 5.618e+00 5.738e+00 5.855e+00 5.970e+00 6.082e+00 9.502e+00 6.831e+00 3.523e+00 1.956e+00 1.188e+00 7.863e-01 5.456e-01 3.780e-01 2.504e-01 1.674e-01 1.104e-01 9.350e-02 8.939e-02 8.304e-02 7.711e-02 6.244e-02 4.012e-02 2.410e-02 1.207e-02 5.795e-03 2.967e-03 1.518e-03 7.819e-04 4.042e-04 2.093e-04
1.000e-01 3.030e+00 3.161e+00 3.292e+00 3.424e+00 3.556e+00 3.688e+00 7.565e+00 7.135e+00 3.952e+00 2.256e+00 1.389e+00 9.238e-01 6.433e-01 4.487e-01 2.994e-01 2.016e-01 1.340e-01 1.126e-01 1.061e-01 9.712e-02 8.864e-02 7.098e-02 4.562e-02 2.753e-02 1.398e-02 6.799e-03 3.526e-03 1.827e-03 9.523e-04 4.983e-04 2.612e-04
1.100e-01 1.495e+00 1.599e+00 1.706e+00 1.817e+00 1.930e+00 2.047e+00 5.672e+00 7.210e+00 4.320e+00 2.543e+00 1.588e+00 1.064e+00 7.441e-01 5.226e-01 3.512e-01 2.381e-01 1.594e-01 1.330e-01 1.238e-01 1.118e-01 1.005e-01 7.963e-02 5.122e-02 3.104e-02 1.595e-02 7.856e-03 4.120e-03 2.159e-03 1.138e-03 6.022e-04 3.191e-04
1.200e-01 6.618e-01 7.294e-01 8.014e-01 8.779e-01 9.589e-01 1.044e+00 4.020e+00 7.072e+00 4.617e+00 2.812e+00 1.785e+00 1.205e+00 8.468e-01 5.990e-01 4.054e-01 2.768e-01 1.866e-01 1.547e-01 1.424e-01 1.270e-01 1.125e-01 8.838e-02 5.688e-02 3.462e-02 1.798e-02 8.961e-03 4.749e-03 2.514e-03 1.339e-03 7.158e-04 3.832e-04
1.300e-01 2.635e-01 3.009e-01 3.421e-01 3.875e-01 4.371e-01 4.911e-01 2.701e+00 6.750e+00 4.837e+00 3.056e+00 1.975e+00 1.345e+00 9.505e-01 6.772e-01 4.616e-01 3.173e-01 2.154e-01 1.776e-01 1.617e-01 1.427e-01 1.248e-01 9.721e-02 6.261e-02 3.825e-02 2.008e-02 1.011e-02 5.412e-03 2.893e-03 1.555e-03 8.391e-04 4.534e-04
